,0,1,2,3,4,5,6,7,8,9,10,11,12,Label
0,-425.4049987792969,110.11768341064453,-9.480563163757324,25.610401153564453,-7.8502278327941895,2.0583043098449707,19.13318634033203,-9.021544456481934,2.839755058288574,1.8738515377044678,4.043888092041016,5.452807426452637,-14.524373054504395,Bird
1,-405.8187255859375,117.5195541381836,-17.275672912597656,28.582460403442383,-3.077493190765381,4.0011162757873535,21.154870986938477,-5.449524879455566,8.09524154663086,-0.20988675951957703,-2.3262786865234375,5.140260219573975,-11.156900405883789,Bird
2,-397.25128173828125,115.51836395263672,-19.814708709716797,38.43279266357422,0.8954223394393921,8.015625,24.273469924926758,-2.72822642326355,15.6629056930542,0.4332188367843628,-2.928013324737549,8.942707061767578,-8.329110145568848,Bird
3,-380.5065612792969,119.894287109375,-21.62609100341797,47.590484619140625,0.6026389002799988,5.736846923828125,22.435077667236328,-6.193120956420898,15.038410186767578,-3.173825979232788,-3.9776651859283447,9.629999160766602,-11.031192779541016,Bird
4,-366.2116394042969,125.050048828125,-23.430130004882812,52.57802200317383,-0.22691626846790314,6.135773658752441,23.634204864501953,-9.550141334533691,15.073213577270508,-4.152910232543945,-8.798630714416504,6.970035552978516,-8.007170677185059,Bird
5,-355.1739501953125,129.84173583984375,-20.41916275024414,59.73271560668945,-2.0003695487976074,8.138675689697266,28.10323715209961,-8.921507835388184,19.112953186035156,-2.0065574645996094,-8.10584831237793,5.210247039794922,-13.819564819335938,Bird
6,-345.9132385253906,136.0460205078125,-17.24761962890625,64.97303771972656,-0.852110743522644,5.906408786773682,22.50564193725586,-11.486085891723633,21.966773986816406,1.6957602500915527,-0.2931355834007263,11.025447845458984,-15.584638595581055,Bird
7,-333.2151794433594,133.72158813476562,-17.847013473510742,74.45097351074219,-7.650601387023926,11.232461929321289,25.14105224609375,-21.8134765625,27.299701690673828,5.172496795654297,-2.829881191253662,12.314891815185547,-17.16576385498047,Bird
8,-315.1382751464844,136.6781768798828,-18.33399772644043,84.87781524658203,-18.05836296081543,9.261520385742188,34.26600646972656,-26.641613006591797,31.89099884033203,8.046390533447266,-15.15157413482666,12.189151763916016,-13.985082626342773,Bird
9,-305.548583984375,147.28292846679688,-20.68857765197754,82.90960693359375,-13.622291564941406,5.051946640014648,38.18777847290039,-21.784549713134766,25.568340301513672,12.483003616333008,-9.930339813232422,14.201150894165039,-6.864542484283447,Bird
10,-303.62481689453125,156.78167724609375,-20.43549156188965,75.18401336669922,-4.820921421051025,5.44911003112793,30.046932220458984,-16.772756576538086,23.292194366455078,8.03222370147705,-4.490293025970459,11.656664848327637,-7.185429573059082,Bird
11,-303.1231994628906,160.9528350830078,-19.297447204589844,71.5146484375,-3.7494473457336426,4.0008745193481445,27.978378295898438,-10.350269317626953,25.301361083984375,3.0390162467956543,-6.112611770629883,8.019721984863281,-10.857281684875488,Bird
12,-305.78497314453125,160.10574340820312,-19.50177001953125,68.71295928955078,-4.3448567390441895,6.0831756591796875,28.610559463500977,-11.842611312866211,22.88193130493164,-0.8202406764030457,-8.886374473571777,6.202743053436279,-15.2860689163208,Bird
13,-307.0776062011719,154.0805206298828,-20.946008682250977,73.53044128417969,-5.444406509399414,6.492063045501709,29.4327392578125,-13.929672241210938,26.128808975219727,2.6308341026306152,-7.151543140411377,8.560539245605469,-16.01010513305664,Bird
14,-293.7875671386719,153.21038818359375,-24.08236312866211,85.6639404296875,-10.368611335754395,1.0478655099868774,37.3638801574707,-17.81625747680664,20.531326293945312,8.709220886230469,-4.525190830230713,9.916081428527832,-10.678818702697754,Bird
15,-281.04986572265625,153.09365844726562,-28.900840759277344,92.21209716796875,-18.892425537109375,-1.339522361755371,51.800086975097656,-23.129871368408203,11.343038558959961,13.87007999420166,-7.195259094238281,9.929718017578125,-2.9752509593963623,Bird
16,-273.1206970214844,152.52536010742188,-24.96540069580078,99.1816177368164,-26.06727409362793,3.2011771202087402,53.09702682495117,-29.82889175415039,16.641326904296875,12.282060623168945,-14.28892707824707,9.396012306213379,-3.08683443069458,Bird
17,-273.3702697753906,147.65460205078125,-21.501068115234375,103.2223129272461,-33.92957305908203,5.277687072753906,51.68829345703125,-32.51837921142578,27.53213119506836,11.446300506591797,-17.432899475097656,13.52723503112793,-7.3101372718811035,Bird
18,-276.7046813964844,144.84524536132812,-30.268098831176758,100.91826629638672,-26.147594451904297,0.6547924876213074,52.012596130371094,-29.97055435180664,20.822471618652344,15.847563743591309,-14.467268943786621,10.074687957763672,-4.865796089172363,Bird
19,-278.55047607421875,153.69029235839844,-30.70417022705078,94.0108413696289,-12.463695526123047,-0.3226747512817383,44.743064880371094,-23.120424270629883,17.88695526123047,15.123235702514648,-12.583150863647461,0.917878270149231,-6.097334861755371,Bird
20,-285.5713806152344,159.15130615234375,-27.838550567626953,84.55558776855469,-6.596095561981201,1.6936531066894531,40.77436065673828,-18.87368392944336,13.499855041503906,9.974590301513672,-7.353756904602051,3.522584915161133,-5.000890254974365,Bird
21,-290.55084228515625,161.28390502929688,-26.52153205871582,75.29954528808594,-9.034608840942383,1.1343973875045776,35.629669189453125,-20.881023406982422,11.232843399047852,9.807698249816895,-2.784454345703125,5.6737236976623535,-4.178873538970947,Bird
22,-290.2997741699219,163.61875915527344,-26.540203094482422,70.95164489746094,-10.05557632446289,1.519653558731079,35.164512634277344,-21.065513610839844,8.098450660705566,9.047945976257324,-1.0409951210021973,4.368203163146973,-0.806911826133728,Bird
23,-284.9976806640625,163.4053955078125,-26.500171661376953,77.6452865600586,-10.990179061889648,-1.092669129371643,35.85208511352539,-20.31219482421875,12.629528999328613,8.70262336730957,-5.4709882736206055,7.464485168457031,-0.06997948884963989,Bird
24,-282.9916076660156,166.29367065429688,-22.883512496948242,83.73527526855469,-7.111849784851074,0.7339662313461304,40.06566619873047,-20.0552978515625,14.343182563781738,11.265789031982422,-11.171581268310547,7.182058334350586,1.6008503437042236,Bird
25,-284.1279296875,164.93051147460938,-20.683700561523438,86.94209289550781,-10.097574234008789,-2.780579090118408,42.283260345458984,-18.025068283081055,13.562467575073242,13.112933158874512,-8.046018600463867,7.380574703216553,5.073513031005859,Bird
26,-282.41864013671875,158.97787475585938,-24.109676361083984,86.91416931152344,-13.008550643920898,0.8736181259155273,40.7886962890625,-15.173025131225586,15.650259017944336,7.020192623138428,0.5288474559783936,9.110610961914062,-0.47555428743362427,Bird
27,-283.1449279785156,153.61782836914062,-30.331859588623047,86.10314178466797,-9.485970497131348,3.2321794033050537,35.177547454833984,-21.885374069213867,11.92160415649414,7.744196891784668,5.887518405914307,8.907711029052734,-0.29402950406074524,Bird
28,-275.2394104003906,156.83987426757812,-31.4356689453125,87.66136169433594,-11.779131889343262,0.7944794297218323,33.81653594970703,-24.1182861328125,12.844919204711914,6.709393501281738,-0.9400556087493896,6.8847808837890625,5.317688941955566,Bird
29,-264.3749084472656,151.96914672851562,-36.06781005859375,92.76838684082031,-23.08753204345703,-0.609082043170929,36.51463317871094,-25.224376678466797,19.817520141601562,0.52399742603302,-8.710952758789062,10.179790496826172,2.3360557556152344,Bird
30,-258.3418273925781,148.29452514648438,-42.11201477050781,95.58897399902344,-28.3634090423584,-1.8310954570770264,43.87128448486328,-24.92603302001953,23.36577606201172,5.46933650970459,-11.470145225524902,9.322598457336426,-4.717375755310059,Bird
31,-259.39947509765625,152.54006958007812,-38.53375244140625,98.11930847167969,-20.28190040588379,1.5580087900161743,47.67988204956055,-22.623281478881836,19.914758682250977,11.57614803314209,-4.300158500671387,8.345979690551758,-4.693190574645996,Bird
